Time,Alloy,Values
1941.0,Secondary castings,0.0
1942.0,Wrought,0.0
1942.0,Primary castings,0.0
1942.0,Secondary castings,0.0
1943.0,Wrought,0.0
1943.0,Primary castings,0.0
1943.0,Secondary castings,0.0
1944.0,Wrought,0.0
1944.0,Primary castings,0.0
1944.0,Secondary castings,0.0
1945.0,Wrought,0.0
1945.0,Primary castings,0.0
1945.0,Secondary castings,0.0
1946.0,Wrought,0.0
1946.0,Primary castings,0.0
1946.0,Secondary castings,0.0
1947.0,Wrought,0.0
1947.0,Primary castings,0.0
1947.0,Secondary castings,0.0
1948.0,Wrought,0.0
1948.0,Primary castings,0.0
1948.0,Secondary castings,0.0
1949.0,Wrought,0.0
1949.0,Primary castings,0.0
1949.0,Secondary castings,0.0
1950.0,Wrought,1300.885687464751
1950.0,Primary castings,619.718407897781
1950.0,Secondary castings,1446.0096184281554
1951.0,Wrought,3994.1130968253997
1951.0,Primary castings,1902.7232240153155
1951.0,Secondary castings,4439.687522702405
1952.0,Wrought,11520.470013016906
1952.0,Primary castings,5488.143503688463
1952.0,Secondary castings,12805.668175273073
1953.0,Wrought,31248.970813044754
1953.0,Primary castings,14886.444387319814
1953.0,Secondary castings,34735.03690374623
1954.0,Wrought,79266.34327451841
1954.0,Primary castings,37761.05197198163
1954.0,Secondary castings,88109.12126795712
1955.0,Wrought,188575.16198342148
1955.0,Primary castings,89833.79575893654
1955.0,Secondary castings,209612.19010418514
1956.0,Wrought,419774.8856833904
1956.0,Primary castings,199973.16162203703
1956.0,Secondary castings,466604.0437847533
1957.0,Wrought,874918.8885289242
1957.0,Primary castings,416795.53081679426
1957.0,Secondary castings,972522.9052391859
1958.0,Wrought,1708671.8599723072
1958.0,Primary castings,813980.3634440937
1958.0,Secondary castings,1899287.5147028863
1959.0,Wrought,3128984.9168616603
1959.0,Primary castings,1490591.8096406294
1959.0,Secondary castings,3478047.555828134
1960.0,Wrought,5380077.18292645
1960.0,Primary castings,2562971.4419167186
1960.0,Secondary castings,5980266.6978056915
1961.0,Wrought,8699455.67109701
1961.0,Primary castings,4144263.3046230986
1961.0,Secondary castings,9669947.710787224
1962.0,Wrought,13259254.040178956
1962.0,Primary castings,6316468.758839011
1962.0,Secondary castings,14738427.103957692
1963.0,Wrought,19101780.773794495
1963.0,Primary castings,9099742.800782476
1963.0,Secondary castings,21232733.201825824
1964.0,Wrought,26097537.77184096
1964.0,Primary castings,12432394.878243832
1964.0,Secondary castings,29008921.382568963
1965.0,Wrought,33947444.231302164
1965.0,Primary castings,16171948.307173135
1965.0,Secondary castings,37734546.05007056
1966.0,Wrought,42233588.332620494
1966.0,Primary castings,20119317.456946857
1966.0,Secondary castings,46945074.066209346
1967.0,Wrought,50506747.78768556
1967.0,Primary castings,24060500.956143647
1967.0,Secondary castings,56141168.89766854
1968.0,Wrought,58377293.53804837
1968.0,Primary castings,27809886.569884326
1968.0,Secondary castings,64889735.329730146
1969.0,Wrought,65590397.11875875
1969.0,Primary castings,31246078.627428826
1969.0,Secondary castings,72907516.79733397
1970.0,Wrought,92220983.18585774
1970.0,Primary castings,43932408.07044883
1970.0,Secondary castings,102508952.16438037
1971.0,Wrought,99778277.55415733
1971.0,Primary castings,47532566.392633736
1971.0,Secondary castings,110909321.58281219
1972.0,Wrought,106490497.33380891
1972.0,Primary castings,50730146.4685682
1972.0,Secondary castings,118370341.75999258
1973.0,Wrought,112603368.79518378
1973.0,Primary castings,53642207.848157965
1973.0,Secondary castings,125165151.64570183
1974.0,Wrought,118412517.76900584
1974.0,Primary castings,56409581.329154484
1974.0,Secondary castings,131622356.43469368
1975.0,Wrought,124219717.92192213
1975.0,Primary castings,59176026.42712664
1975.0,Secondary castings,138077394.99662858
1976.0,Wrought,130292229.00967474
1976.0,Primary castings,62068860.854860045
1976.0,Secondary castings,144827341.99467382
1977.0,Wrought,136832607.88165835
1977.0,Primary castings,65184579.03106135
1977.0,Secondary castings,152097351.07247669
1978.0,Wrought,143958290.25710925
1978.0,Primary castings,68579125.20790935
1978.0,Secondary castings,160017958.81845525
1979.0,Wrought,151692378.31152734
1979.0,Primary castings,72263504.84388347
1979.0,Secondary castings,168614844.63572794
1980.0,Wrought,159985105.22612885
1980.0,Primary castings,76214009.92681919
1980.0,Secondary castings,177832689.82924452
1981.0,Wrought,168671967.76557598
1981.0,Primary castings,80351978.46920861
1981.0,Secondary castings,187487949.76148647
1982.0,Wrought,177597227.39334083
1982.0,Primary castings,84602962.06332509
1982.0,Secondary castings,197406911.4810918
1983.0,Wrought,186596876.76975593
1983.0,Primary castings,88887772.93389395
1983.0,Secondary castings,207404803.5124193
1984.0,Wrought,195551439.292993
1984.0,Primary castings,93147020.94891956
1984.0,Secondary castings,217343048.88081208
1985.0,Wrought,204420581.40107235
1985.0,Primary castings,97355802.79038635
1985.0,Secondary castings,227163539.84423518
1986.0,Wrought,213259274.86328185
1986.0,Primary castings,101528581.1056054
1986.0,Secondary castings,236900022.57974595
1987.0,Wrought,222219890.16414922
1987.0,Primary castings,105714908.63544351
1987.0,Secondary castings,246668120.1493683
1988.0,Wrought,231527486.63790908
1988.0,Primary castings,109981397.51382515
1988.0,Secondary castings,256623260.86559188
1989.0,Wrought,241445146.21733359
1989.0,Primary castings,114387359.82207584
1989.0,Secondary castings,266903839.5848434
1990.0,Wrought,252237951.5075528
1990.0,Primary castings,118960830.59370868
1990.0,Secondary castings,277575271.3853203
1991.0,Wrought,264147339.42033482
1991.0,Primary castings,123684452.31787987
1991.0,Secondary castings,288597055.4083863
1992.0,Wrought,277400600.1967651
1992.0,Primary castings,128504133.14753658
1992.0,Secondary castings,299842977.3442516
1993.0,Wrought,292240900.3292301
1993.0,Primary castings,133357186.94838108
1993.0,Secondary castings,311166769.54622304
1994.0,Wrought,308974571.4824928
1994.0,Primary castings,138214871.50471577
1994.0,Secondary castings,322501366.84433633
1995.0,Wrought,334421222.5519086
1995.0,Primary castings,145775343.10576877
1995.0,Secondary castings,340142467.246793
1996.0,Wrought,354377671.14771223
1996.0,Primary castings,149966034.91358078
1996.0,Secondary castings,349920748.1316882
1997.0,Wrought,377499006.9032171
1997.0,Primary castings,154534851.39276347
1997.0,Secondary castings,360581319.91644853
1998.0,Wrought,404172827.8726422
1998.0,Primary castings,159702282.1315255
1998.0,Secondary castings,372638658.3068926
1999.0,Wrought,434582137.2643252
1999.0,Primary castings,165643462.16513538
1999.0,Secondary castings,386501411.71865
2000.0,Wrought,468606109.9214674
2000.0,Primary castings,172431651.7992905
2000.0,Secondary castings,402340520.8650114
2001.0,Wrought,505792976.45757407
2001.0,Primary castings,180012287.05314475
2001.0,Secondary castings,420028669.79067093
2002.0,Wrought,545434878.6125597
2002.0,Primary castings,188219993.84038174
2002.0,Secondary castings,439179985.62755805
2003.0,Wrought,586717922.1495781
2003.0,Primary castings,196829489.2856411
2003.0,Secondary castings,459268808.3331623
2004.0,Wrought,628930831.1033463
2004.0,Primary castings,205629324.01072213
2004.0,Secondary castings,479801756.0250187
2005.0,Wrought,671636755.8603846
2005.0,Primary castings,214484793.87512833
2005.0,Secondary castings,500464519.04196596
2006.0,Wrought,714764583.5279841
2006.0,Primary castings,223372330.50686854
2006.0,Secondary castings,521202104.5160264
2007.0,Wrought,758592353.3391042
2007.0,Primary castings,232376130.4222871
2007.0,Secondary castings,542210970.9853376
2008.0,Wrought,804382758.2345897
2008.0,Primary castings,241868358.7831595
2008.0,Secondary castings,564359503.8273718
2009.0,Wrought,851509308.4805119
2009.0,Primary castings,251668592.31748623
2009.0,Secondary castings,587226715.4074675
2010.0,Wrought,868313626.7223502
2010.0,Primary castings,249792193.18155906
2010.0,Secondary castings,582848450.7569702
2011.0,Wrought,921976547.510295
2011.0,Primary castings,261564185.9344153
2011.0,Secondary castings,610316433.8469697
2012.0,Wrought,980307928.9002963
2012.0,Primary castings,274565507.2296463
2012.0,Secondary castings,640652850.2025073
2013.0,Wrought,1043912261.9091812
2013.0,Primary castings,288924076.76115113
2013.0,Secondary castings,674156179.109353
2014.0,Wrought,1114966682.0333817
2014.0,Primary castings,305184159.4276743
2014.0,Secondary castings,712096371.9979057
2015.0,Wrought,1190980109.3324184
2015.0,Primary castings,322632655.9746799
2015.0,Secondary castings,752809530.6075877
2016.0,Wrought,1273467794.2707748
2016.0,Primary castings,341644060.4530523
2016.0,Secondary castings,797169474.3904556
2017.0,Wrought,1362351316.6772914
2017.0,Primary castings,362168062.18539536
2017.0,Secondary castings,845058811.7659209
2018.0,Wrought,1457260248.5664468
2018.0,Primary castings,384082377.1164911
2018.0,Secondary castings,896192213.2718142
2019.0,Wrought,1557654150.8735592
2019.0,Primary castings,407222072.1760899
2019.0,Secondary castings,950184835.0775445
2020.0,Wrought,1662958844.4667313
2020.0,Primary castings,431413544.920446
2020.0,Secondary castings,1006631604.8143743
2021.0,Wrought,1772905045.704138
2021.0,Primary castings,456558247.2200638
2021.0,Secondary castings,1065302576.8468148
2022.0,Wrought,1887747620.8181355
2022.0,Primary castings,482687768.4403546
2022.0,Secondary castings,1126271459.6941652
2023.0,Wrought,2008381136.5825346
2023.0,Primary castings,509992625.2772022
2023.0,Secondary castings,1189982792.3134737
2024.0,Wrought,2136314871.1321588
2024.0,Primary castings,538813569.2195808
2024.0,Secondary castings,1257231661.5123584
2025.0,Wrought,2273388604.3498483
2025.0,Primary castings,569569035.9173392
2025.0,Secondary castings,1328994417.140456
2026.0,Wrought,2421376468.074944
2026.0,Primary castings,602653226.1051626
2026.0,Secondary castings,1406190860.9120517
2027.0,Wrought,2581569037.0730577
2027.0,Primary castings,638330424.2748994
2027.0,Secondary castings,1489437656.6414325
2028.0,Wrought,2754496800.2731023
2028.0,Primary castings,676665392.6853688
2028.0,Secondary castings,1578885916.265864
2029.0,Wrought,2939921874.340171
2029.0,Primary castings,717521881.8485836
2029.0,Secondary castings,1674217724.3133647
2030.0,Wrought,3137134459.167857
2030.0,Primary castings,760637889.8114735
2030.0,Secondary castings,1774821742.8934436
2031.0,Wrought,3345448141.133296
2031.0,Primary castings,805750824.8154639
2031.0,Secondary castings,1880085257.9027555
2032.0,Wrought,3564842958.2586575
2032.0,Primary castings,852753461.0520347
2032.0,Secondary castings,1989758075.7880847
2033.0,Wrought,3796205543.244476
2033.0,Primary castings,901755306.4856794
2033.0,Secondary castings,2104095715.1332548
2034.0,Wrought,4041536842.8936367
2034.0,Primary castings,953123110.9842129
2034.0,Secondary castings,2223953925.6298285
2035.0,Wrought,4304066546.024115
2035.0,Primary castings,1007490073.4470701
2035.0,Secondary castings,2350810171.3765044
2036.0,Wrought,4588721674.337506
2036.0,Primary castings,1065838668.7431916
2036.0,Secondary castings,2486956893.7341137
2037.0,Wrought,4902964266.049724
2037.0,Primary castings,1129671823.639195
2037.0,Secondary castings,2635900921.8247886
2038.0,Wrought,5257210301.865925
2038.0,Primary castings,1201111646.295802
2038.0,Secondary castings,2802593841.356869
2039.0,Wrought,5663230328.576008
2039.0,Primary castings,1282583471.930959
2039.0,Secondary castings,2992694767.8388987
2040.0,Wrought,6129140292.271564
2040.0,Primary castings,1375780178.9156601
2040.0,Secondary castings,3210153750.8032007
2041.0,Wrought,6651544986.012532
2041.0,Primary castings,1480015883.1138737
2041.0,Secondary castings,3453370393.932368
2042.0,Wrought,7208867892.55615
2042.0,Primary castings,1590817340.641882
2042.0,Secondary castings,3711907128.164395
2043.0,Wrought,7761226208.648972
2043.0,Primary castings,1699887649.3473217
2043.0,Secondary castings,3966404515.143754
2044.0,Wrought,8262421219.216538
2044.0,Primary castings,1797613841.0973966
2044.0,Secondary castings,4194432295.89393
2045.0,Wrought,8683343413.140558
2045.0,Primary castings,1877962357.785629
2045.0,Secondary castings,4381912168.166458
2046.0,Wrought,9038414839.895603
2046.0,Primary castings,1943991609.7433684
2046.0,Secondary castings,4535980422.734536
2047.0,Wrought,9397464638.370876
2047.0,Primary castings,2010298401.2705088
2047.0,Secondary castings,4690696269.631176
2048.0,Wrought,9863300153.265907
2048.0,Primary castings,2098312110.9416604
2048.0,Secondary castings,4896061592.197195
2049.0,Wrought,10512004037.418234
2049.0,Primary castings,2223884073.5281444
2049.0,Secondary castings,5189062838.232319
2050.0,Wrought,11327554853.489851
2050.0,Primary castings,2383782416.4983997
2050.0,Secondary castings,5562158971.82961
