Time,Alloy,Values
1941.0,Secondary castings,0.0
1942.0,Wrought,0.0
1942.0,Primary castings,0.0
1942.0,Secondary castings,0.0
1943.0,Wrought,0.0
1943.0,Primary castings,0.0
1943.0,Secondary castings,0.0
1944.0,Wrought,0.0
1944.0,Primary castings,0.0
1944.0,Secondary castings,0.0
1945.0,Wrought,0.0
1945.0,Primary castings,0.0
1945.0,Secondary castings,0.0
1946.0,Wrought,0.0
1946.0,Primary castings,0.0
1946.0,Secondary castings,0.0
1947.0,Wrought,0.0
1947.0,Primary castings,0.0
1947.0,Secondary castings,0.0
1948.0,Wrought,0.0
1948.0,Primary castings,0.0
1948.0,Secondary castings,0.0
1949.0,Wrought,0.0
1949.0,Primary castings,0.0
1949.0,Secondary castings,0.0
1950.0,Wrought,251.6788892833815
1950.0,Primary castings,288.2867277246006
1950.0,Secondary castings,672.6690313574014
1951.0,Wrought,772.7304232551653
1951.0,Primary castings,885.127575728644
1951.0,Secondary castings,2065.2976767001687
1952.0,Wrought,2228.834650759553
1952.0,Primary castings,2553.0287817791236
1952.0,Secondary castings,5957.067157484623
1953.0,Wrought,6045.655157297605
1953.0,Primary castings,6925.023180177255
1953.0,Secondary castings,16158.387420413595
1954.0,Wrought,15335.448321954565
1954.0,Primary castings,17566.058986966134
1954.0,Secondary castings,40987.470969587645
1955.0,Wrought,36483.13435357653
1955.0,Primary castings,41789.772077733134
1955.0,Secondary castings,97509.46818137732
1956.0,Wrought,81212.72913975138
1956.0,Primary castings,93025.48974189702
1956.0,Secondary castings,217059.4760644264
1957.0,Wrought,169268.22717770643
1957.0,Primary castings,193889.06022173655
1957.0,Secondary castings,452407.80718405184
1958.0,Wrought,330572.1940147428
1958.0,Primary castings,378655.4222350691
1958.0,Secondary castings,883529.318548494
1959.0,Wrought,605356.3783878083
1959.0,Primary castings,693408.2152442168
1959.0,Secondary castings,1617952.502236505
1960.0,Wrought,1040869.2037320028
1960.0,Primary castings,1192268.3606384764
1960.0,Secondary castings,2781959.508156445
1961.0,Wrought,1683060.519282587
1961.0,Primary castings,1927869.3220873282
1961.0,Secondary castings,4498361.751537098
1962.0,Wrought,2565232.5655622585
1962.0,Primary castings,2938357.3023713143
1962.0,Secondary castings,6856167.0388664
1963.0,Wrought,3695570.6522165164
1963.0,Primary castings,4233108.20162983
1963.0,Secondary castings,9877252.470469603
1964.0,Wrought,5049021.126712949
1964.0,Primary castings,5783424.199689377
1964.0,Secondary castings,13494656.465941882
1965.0,Wrought,6567721.622638868
1965.0,Primary castings,7523026.585931796
1965.0,Secondary castings,17553728.700507518
1966.0,Wrought,8170819.853295933
1966.0,Primary castings,9359302.741048068
1966.0,Secondary castings,21838373.062445484
1967.0,Wrought,9771405.979024593
1967.0,Primary castings,11192701.394155445
1967.0,Secondary castings,26116303.253029373
1968.0,Wrought,11294099.503592266
1968.0,Primary castings,12936877.613205677
1968.0,Secondary castings,30186047.764146596
1969.0,Wrought,12689599.442573939
1969.0,Primary castings,14535359.361493789
1969.0,Secondary castings,33915838.51015215
1970.0,Wrought,17841748.003294088
1970.0,Primary castings,20436911.349227767
1970.0,Secondary castings,47686126.481531456
1971.0,Wrought,19303837.617261596
1971.0,Primary castings,22111668.543408737
1971.0,Secondary castings,51593893.26795371
1972.0,Wrought,20602432.901264522
1972.0,Primary castings,23599150.414175723
1972.0,Secondary castings,55064684.29974335
1973.0,Wrought,21785073.8623848
1973.0,Primary castings,24953811.878731694
1973.0,Secondary castings,58225561.05037396
1974.0,Wrought,22908954.442747343
1974.0,Primary castings,26241165.998056054
1974.0,Secondary castings,61229387.328797445
1975.0,Wrought,24032457.989919573
1975.0,Primary castings,27528088.242998794
1975.0,Secondary castings,64232205.90033051
1976.0,Wrought,25207290.537047636
1976.0,Primary castings,28873805.524254553
1976.0,Secondary castings,67372212.8899273
1977.0,Wrought,26472640.218310814
1977.0,Primary castings,30323206.06824692
1977.0,Secondary castings,70754147.49257614
1978.0,Wrought,27851227.00954124
1978.0,Primary castings,31902314.57456541
1978.0,Secondary castings,74438734.0073193
1979.0,Wrought,29347520.427104533
1979.0,Primary castings,33616250.67104701
1979.0,Secondary castings,78437918.232443
1980.0,Wrought,30951892.217115384
1980.0,Primary castings,35453985.63051399
1980.0,Secondary castings,82725966.47119927
1981.0,Wrought,32632522.05531926
1981.0,Primary castings,37378988.00412692
1981.0,Secondary castings,87217638.67629611
1982.0,Wrought,34359284.56593099
1982.0,Primary castings,39356678.52769243
1982.0,Secondary castings,91832249.89794901
1983.0,Wrought,36100470.001908235
1983.0,Primary castings,41350439.20268812
1983.0,Secondary castings,96484358.13960561
1984.0,Wrought,37833011.059091985
1984.0,Primary castings,43333155.36694408
1984.0,Secondary castings,101110695.85620281
1985.0,Wrought,39549214.84100148
1985.0,Primary castings,45294424.250618726
1985.0,Secondary castings,105686989.91811039
1986.0,Wrought,41259947.843131185
1986.0,Primary castings,47243417.46960069
1986.0,Secondary castings,110234640.7624016
1987.0,Wrought,42995135.205353886
1987.0,Primary castings,49207971.52688773
1987.0,Secondary castings,114818600.2294047
1988.0,Wrought,44799120.1582524
1988.0,Primary castings,51227537.69394171
1988.0,Secondary castings,119530921.28586397
1989.0,Wrought,46724115.164375104
1989.0,Primary castings,53343491.71172518
1989.0,Secondary castings,124468147.3273588
1990.0,Wrought,48823392.915976815
1990.0,Primary castings,55589451.785305314
1990.0,Secondary castings,129708720.83237903
1991.0,Wrought,51146401.951602645
1991.0,Primary castings,57985187.379289545
1991.0,Secondary castings,135298770.55167568
1992.0,Wrought,53740587.279049076
1992.0,Primary castings,60539913.895971015
1992.0,Secondary castings,141259799.0905991
1993.0,Wrought,56656998.19170784
1993.0,Primary castings,63262643.187525846
1993.0,Secondary castings,147612834.104227
1994.0,Wrought,59959105.393800415
1994.0,Primary castings,66177926.7241499
1994.0,Secondary castings,154415162.35634977
1995.0,Wrought,64978631.754370056
1995.0,Primary castings,70658648.33037569
1995.0,Secondary castings,164870179.43754324
1996.0,Wrought,68954627.22657126
1996.0,Primary castings,73736514.26270165
1996.0,Secondary castings,172051866.61297044
1997.0,Wrought,73570448.10040502
1997.0,Primary castings,77236164.94934335
1997.0,Secondary castings,180217718.21513456
1998.0,Wrought,78901323.7025389
1998.0,Primary castings,81254590.7492613
1998.0,Secondary castings,189594045.08160973
1999.0,Wrought,84981345.75019382
1999.0,Primary castings,85855770.88651074
1999.0,Secondary castings,200330132.0685251
2000.0,Wrought,91784292.88766104
2000.0,Primary castings,91045990.31034245
2000.0,Secondary castings,212440644.0574656
2001.0,Wrought,99218653.68781723
2001.0,Primary castings,96764508.32964993
2001.0,Secondary castings,225783852.76918313
2002.0,Wrought,107142674.51845352
2002.0,Primary castings,102895748.10730654
2002.0,Secondary castings,240090078.91704857
2003.0,Wrought,115394096.70639707
2003.0,Primary castings,109297874.09290312
2003.0,Secondary castings,255028372.88344073
2004.0,Wrought,123831377.48275791
2004.0,Primary castings,115843112.6320559
2004.0,Secondary castings,270300596.14146376
2005.0,Wrought,132367562.13864547
2005.0,Primary castings,122451458.2480933
2005.0,Secondary castings,285720069.2455513
2006.0,Wrought,140988241.01882768
2006.0,Primary castings,129108797.24737433
2006.0,Secondary castings,301253860.2438735
2007.0,Wrought,149748286.98528853
2007.0,Primary castings,135864338.25998235
2007.0,Secondary castings,317016789.27329206
2008.0,Wrought,158897626.4895179
2008.0,Primary castings,142940690.17895183
2008.0,Secondary castings,333528277.08422077
2009.0,Wrought,168312947.9482925
2009.0,Primary castings,150228842.31590196
2009.0,Secondary castings,350533965.40377134
2010.0,Wrought,225556922.34507093
2010.0,Primary castings,176961474.23791462
2010.0,Secondary castings,412910106.5551341
2011.0,Wrought,237213294.22732413
2011.0,Primary castings,185437287.62734094
2011.0,Secondary castings,432687004.4637956
2012.0,Wrought,249522189.33329874
2012.0,Primary castings,194577752.79055732
2012.0,Secondary castings,454014756.5113003
2013.0,Wrought,262754799.57344812
2013.0,Primary castings,204547645.99491325
2013.0,Secondary castings,477277840.6547976
2014.0,Wrought,277491761.04161006
2014.0,Primary castings,215773684.4486158
2014.0,Secondary castings,503471930.3801034
2015.0,Wrought,293347365.86508167
2015.0,Primary castings,227868825.29401404
2015.0,Secondary castings,531693925.68603253
2016.0,Wrought,310671667.36007625
2016.0,Primary castings,241099924.25938505
2016.0,Secondary castings,562566489.9385651
2017.0,Wrought,329449751.6808461
2017.0,Primary castings,255438858.01237777
2017.0,Secondary castings,596024002.0288814
2018.0,Wrought,349590767.1817672
2018.0,Primary castings,270797224.81251234
2018.0,Secondary castings,631860191.2291955
2019.0,Wrought,370993247.81186956
2019.0,Primary castings,287062581.3446616
2019.0,Secondary castings,669812689.8042107
2020.0,Wrought,393596444.5905916
2020.0,Primary castings,304130586.7641991
2020.0,Secondary castings,709638035.7831316
2021.0,Wrought,417470629.01253164
2021.0,Primary castings,321965857.4316135
2021.0,Secondary castings,751253667.3404312
2022.0,Wrought,442852042.72113186
2022.0,Primary castings,340630091.25872546
2022.0,Secondary castings,794803546.2703588
2023.0,Wrought,470156682.65089095
2023.0,Primary castings,360290389.27308244
2023.0,Secondary castings,840677574.9705256
2024.0,Wrought,499979757.33146006
2024.0,Primary castings,381201916.117017
2024.0,Secondary castings,889471137.6063733
2025.0,Wrought,533053687.9771712
2025.0,Primary castings,403652485.205114
2025.0,Secondary castings,941855798.8119335
2026.0,Wrought,570210975.491054
2026.0,Primary castings,427893163.42257506
2026.0,Secondary castings,998417381.3193419
2027.0,Wrought,612339203.6280758
2027.0,Primary castings,454068910.3660079
2027.0,Secondary castings,1059494124.1873521
2028.0,Wrought,660347692.6013408
2028.0,Primary castings,482171313.42498547
2028.0,Secondary castings,1125066397.9916327
2029.0,Wrought,715147321.0729872
2029.0,Primary castings,512033019.48146355
2029.0,Secondary castings,1194743712.1234155
2030.0,Wrought,777653101.3567551
2030.0,Primary castings,543374096.7101036
2030.0,Secondary castings,1267872892.3235757
2031.0,Wrought,848812212.3498623
2031.0,Primary castings,575891271.86515
2031.0,Secondary castings,1343746301.0186837
2032.0,Wrought,929723716.5517316
2032.0,Primary castings,609384761.7722367
2032.0,Secondary castings,1421897777.4685519
2033.0,Wrought,1021683643.7850544
2033.0,Primary castings,643833995.9761666
2033.0,Secondary castings,1502279323.9443884
2034.0,Wrought,1126357164.8624854
2034.0,Primary castings,679461663.2586828
2034.0,Secondary castings,1585410547.6035922
2035.0,Wrought,1246015608.5681725
2035.0,Primary castings,716763126.0769527
2035.0,Secondary castings,1672447294.179556
2036.0,Wrought,1383940012.523164
2036.0,Primary castings,756564413.0288337
2036.0,Secondary castings,1765316963.7339454
2037.0,Wrought,1544868479.0130124
2037.0,Primary castings,800117674.3553649
2037.0,Secondary castings,1866941240.1625175
2038.0,Wrought,1735008216.542861
2038.0,Primary castings,849124085.3466318
2038.0,Secondary castings,1981289532.4754736
2039.0,Wrought,1960831199.8651962
2039.0,Primary castings,905447889.994283
2039.0,Secondary castings,2112711743.319993
2040.0,Wrought,2226119556.4447117
2040.0,Primary castings,970319836.4390695
2040.0,Secondary castings,2264079618.357829
2041.0,Wrought,2527823862.3240204
2041.0,Primary castings,1043138360.8624753
2041.0,Secondary castings,2433989508.67911
2042.0,Wrought,2853026823.096333
2042.0,Primary castings,1120508046.675904
2042.0,Secondary castings,2614518775.577108
2043.0,Wrought,3179742631.892147
2043.0,Primary castings,1196332792.9578388
2043.0,Secondary castings,2791443183.5682917
2044.0,Wrought,3484099457.470464
2044.0,Primary castings,1263752750.0509243
2044.0,Secondary castings,2948756416.7854896
2045.0,Wrought,3753112306.953837
2045.0,Primary castings,1318732095.2876718
2045.0,Secondary castings,3077041555.6712346
2046.0,Wrought,3998236594.936112
2046.0,Primary castings,1363947487.2250152
2046.0,Secondary castings,3182544136.85837
2047.0,Wrought,4259922494.3620195
2047.0,Primary castings,1410284299.4545197
2047.0,Secondary castings,3290663365.39388
2048.0,Wrought,4592580156.303954
2048.0,Primary castings,1473062932.1755068
2048.0,Secondary castings,3437146841.742849
2049.0,Wrought,5030055457.921335
2049.0,Primary castings,1562890761.615572
2049.0,Secondary castings,3646745110.4363375
2050.0,Wrought,5551925865.200226
2050.0,Primary castings,1676291628.7153811
2050.0,Secondary castings,3911347133.6692214
