Time,Alloy,Values
1941.0,Secondary castings,0.0
1942.0,Wrought,0.0
1942.0,Primary castings,0.0
1942.0,Secondary castings,0.0
1943.0,Wrought,0.0
1943.0,Primary castings,0.0
1943.0,Secondary castings,0.0
1944.0,Wrought,0.0
1944.0,Primary castings,0.0
1944.0,Secondary castings,0.0
1945.0,Wrought,0.0
1945.0,Primary castings,0.0
1945.0,Secondary castings,0.0
1946.0,Wrought,0.0
1946.0,Primary castings,0.0
1946.0,Secondary castings,0.0
1947.0,Wrought,0.0
1947.0,Primary castings,0.0
1947.0,Secondary castings,0.0
1948.0,Wrought,0.0
1948.0,Primary castings,0.0
1948.0,Secondary castings,0.0
1949.0,Wrought,0.0
1949.0,Primary castings,0.0
1949.0,Secondary castings,0.0
1950.0,Wrought,166169040.61193335
1950.0,Primary castings,103234152.00221689
1950.0,Secondary castings,240879688.0051727
1951.0,Wrought,168248857.01971704
1951.0,Primary castings,104526258.4161864
1951.0,Secondary castings,243894602.97110158
1952.0,Wrought,170981026.4724436
1952.0,Primary castings,106223645.58012442
1952.0,Secondary castings,247855173.02029032
1953.0,Wrought,180706897.01051348
1953.0,Primary castings,112265938.37897256
1953.0,Secondary castings,261953856.21760264
1954.0,Wrought,182575917.61618373
1954.0,Primary castings,113427085.82611734
1954.0,Secondary castings,264663200.2609404
1955.0,Wrought,202962894.85620674
1955.0,Primary castings,126092696.09570642
1955.0,Secondary castings,294216290.8899817
1956.0,Wrought,206303954.4135416
1956.0,Primary castings,128168362.23014511
1956.0,Secondary castings,299059511.8703386
1957.0,Wrought,193949672.92005143
1957.0,Primary castings,120493143.25505556
1957.0,Secondary castings,281150667.5951296
1958.0,Wrought,194860760.90496355
1958.0,Primary castings,121059165.63308364
1958.0,Secondary castings,282471386.4771952
1959.0,Wrought,199851647.69142717
1959.0,Primary castings,124159803.17207564
1959.0,Secondary castings,289706207.4015098
1960.0,Wrought,204422351.9558785
1960.0,Primary castings,126999398.1836127
1960.0,Secondary castings,296331929.09509635
1961.0,Wrought,207102949.87031564
1961.0,Primary castings,128664746.02179453
1961.0,Secondary castings,300217740.7175205
1962.0,Wrought,211787154.9266555
1962.0,Primary castings,131574854.5174261
1962.0,Secondary castings,307007993.8739943
1963.0,Wrought,237089059.91374302
1963.0,Primary castings,147293912.02515215
1963.0,Secondary castings,343685794.725355
1964.0,Wrought,246540474.54818818
1964.0,Primary castings,153165696.3925358
1964.0,Secondary castings,357386624.9159168
1965.0,Wrought,265943526.41662052
1965.0,Primary castings,165220033.3407194
1965.0,Secondary castings,385513411.12834513
1966.0,Wrought,268829662.19538283
1966.0,Primary castings,167013073.60012367
1966.0,Secondary castings,389697171.7336218
1967.0,Wrought,267738305.19281468
1967.0,Primary castings,166335057.32057542
1967.0,Secondary castings,388115133.74800926
1968.0,Wrought,289707283.07948434
1968.0,Primary castings,179983501.06276628
1968.0,Secondary castings,419961502.4797879
1969.0,Wrought,298112817.68547225
1969.0,Primary castings,185205522.16837612
1969.0,Secondary castings,432146218.39287764
1970.0,Wrought,294243032.1158457
1970.0,Primary castings,182801379.7948049
1970.0,Secondary castings,426536552.85454476
1971.0,Wrought,324311903.97352
1971.0,Primary castings,201481962.3898482
1971.0,Secondary castings,470124578.9096458
1972.0,Wrought,340606406.7014508
1972.0,Primary castings,211605082.58853912
1972.0,Secondary castings,493745192.70659137
1973.0,Wrought,355761474.5537846
1973.0,Primary castings,221020317.65585518
1973.0,Secondary castings,515714074.5303287
1974.0,Wrought,319233812.0123938
1974.0,Primary castings,198327147.77777845
1974.0,Secondary castings,462763344.8148163
1975.0,Wrought,320607232.9315062
1975.0,Primary castings,199180399.04169953
1975.0,Secondary castings,464754264.4306323
1976.0,Wrought,358765725.0270395
1976.0,Primary castings,222886737.8317592
1976.0,Secondary castings,520069054.9407715
1977.0,Wrought,397122867.5048513
1977.0,Primary castings,246716490.1270297
1977.0,Secondary castings,575671810.2964026
1978.0,Wrought,428168328.42070764
1978.0,Primary castings,266003788.28656563
1978.0,Secondary castings,620675506.0019864
1979.0,Wrought,443885363.7095118
1979.0,Primary castings,275768151.15496445
1979.0,Secondary castings,643459019.3615837
1980.0,Wrought,416569579.11398995
1980.0,Primary castings,258797951.1188489
1980.0,Secondary castings,603861885.9439806
1981.0,Wrought,433525154.4090534
1981.0,Primary castings,253953717.88390943
1981.0,Secondary castings,592558675.0624553
1982.0,Wrought,447757691.1258681
1982.0,Primary castings,249654807.60400772
1982.0,Secondary castings,582527884.4093512
1983.0,Wrought,510383231.07646644
1983.0,Primary castings,272840524.1569723
1983.0,Secondary castings,636627889.6996019
1984.0,Wrought,568967074.2062806
1984.0,Primary castings,293299178.0558049
1984.0,Secondary castings,684364748.7968781
1985.0,Wrought,642449055.0428925
1985.0,Primary castings,321138549.14163977
1985.0,Secondary castings,749323281.3304927
1986.0,Wrought,663640515.8580389
1986.0,Primary castings,324344802.7141726
1986.0,Secondary castings,756804539.6664025
1987.0,Wrought,724209742.430768
1987.0,Primary castings,345537981.68264997
1987.0,Secondary castings,806255290.59285
1988.0,Wrought,786480425.7593814
1988.0,Primary castings,367275607.10783213
1988.0,Secondary castings,856976416.5849415
1989.0,Wrought,833945847.7642933
1989.0,Primary castings,381995839.7836668
1989.0,Secondary castings,891323626.1618891
1990.0,Wrought,940977465.2426293
1990.0,Primary castings,423567640.11220384
1990.0,Secondary castings,988324493.5951424
1991.0,Wrought,976361298.0683999
1991.0,Primary castings,432584621.74275064
1991.0,Secondary castings,1009364117.3997514
1992.0,Wrought,1019905356.4492102
1992.0,Primary castings,445389100.73742366
1992.0,Secondary castings,1039241235.0539885
1993.0,Wrought,1048107628.1536647
1993.0,Primary castings,451679839.3818375
1993.0,Secondary castings,1053919625.2242873
1994.0,Wrought,1126613404.252977
1994.0,Primary castings,479630642.28054285
1994.0,Secondary castings,1119138165.3212664
1995.0,Wrought,1194947436.659462
1995.0,Primary castings,503032690.3462249
1995.0,Secondary castings,1173742944.1411915
1996.0,Wrought,1300029935.6342309
1996.0,Primary castings,541599966.2826928
1996.0,Secondary castings,1263733254.6596167
1997.0,Wrought,1400233393.2062442
1997.0,Primary castings,577732661.0670409
1997.0,Secondary castings,1348042875.8230956
1998.0,Wrought,1470474147.2053764
1998.0,Primary castings,601277264.2617185
1998.0,Secondary castings,1402980283.277343
1999.0,Wrought,1612539587.710944
1999.0,Primary castings,653851668.4416977
1999.0,Secondary castings,1525653893.0306277
2000.0,Wrought,1731972022.3068337
2000.0,Primary castings,696781192.0159705
2000.0,Secondary castings,1625822781.3705978
2001.0,Wrought,1720291258.2585356
2001.0,Primary castings,687000929.8130428
2001.0,Secondary castings,1603002169.5637662
2002.0,Wrought,1836824593.0571997
2002.0,Primary castings,728382994.5583249
2002.0,Secondary castings,1699560320.6360915
2003.0,Wrought,1951811752.4064581
2003.0,Primary castings,768905295.9846815
2003.0,Secondary castings,1794112357.29759
2004.0,Wrought,2167126435.7411375
2004.0,Primary castings,848389542.1868651
2004.0,Secondary castings,1979575598.436018
2005.0,Wrought,2398378558.2745395
2005.0,Primary castings,933101751.8600453
2005.0,Secondary castings,2177237421.006772
2006.0,Wrought,2604763481.7937765
2006.0,Primary castings,1007801298.4982312
2006.0,Secondary castings,2351536363.16254
2007.0,Wrought,2802634115.7014313
2007.0,Primary castings,1078633149.5830655
2007.0,Secondary castings,2516810682.360486
2008.0,Wrought,2818438354.403189
2008.0,Primary castings,1078837691.6528122
2008.0,Secondary castings,2517287947.1898956
2009.0,Wrought,2555930234.3312635
2009.0,Primary castings,973525426.4263531
2009.0,Secondary castings,2271559328.3281574
2010.0,Wrought,3119894130.337801
2010.0,Primary castings,1182674170.4659414
2010.0,Secondary castings,2759573064.4205303
2011.0,Wrought,3299412219.557036
2011.0,Primary castings,1243943397.7499516
2011.0,Secondary castings,2902534594.7498875
2012.0,Wrought,3584499321.5113425
2012.0,Primary castings,1343565862.5250971
2012.0,Secondary castings,3134987012.5585594
2013.0,Wrought,3825761665.3747406
2013.0,Primary castings,1425793156.8267152
2013.0,Secondary castings,3326850699.262336
2014.0,Wrought,4082142965.4538403
2014.0,Primary castings,1512846098.275858
2014.0,Secondary castings,3529974229.3103347
2015.0,Wrought,4267478873.1780763
2015.0,Primary castings,1570624757.5303626
2015.0,Secondary castings,3664791100.904179
2016.0,Wrought,4575997809.448761
2016.0,Primary castings,1674100816.8482113
2016.0,Secondary castings,3906235239.312493
2017.0,Wrought,4993311912.431315
2017.0,Primary castings,1807464966.2071195
2017.0,Secondary castings,4217418254.4832788
2018.0,Wrought,5104419545.187338
2018.0,Primary castings,1813764189.0439067
2018.0,Secondary castings,4232116441.1024494
2019.0,Wrought,6248812685.288312
2019.0,Primary castings,2180916587.7237215
2019.0,Secondary castings,5088805371.3553505
2020.0,Wrought,6175447872.85552
2020.0,Primary castings,2115339705.1785498
2020.0,Secondary castings,4935792645.4166155
2021.0,Wrought,6473861457.281504
2021.0,Primary castings,2169351451.513741
2021.0,Secondary castings,5061820053.532063
2022.0,Wrought,7480001685.005896
2022.0,Primary castings,2440457101.864858
2022.0,Secondary castings,5694399904.3513365
2023.0,Wrought,7911584508.006501
2023.0,Primary castings,2535060835.142139
2023.0,Secondary castings,5915141948.664991
2024.0,Wrought,8455524036.701496
2024.0,Primary castings,2639204950.5198874
2024.0,Secondary castings,6158144884.546404
2025.0,Wrought,8965126587.079689
2025.0,Primary castings,2740869052.764955
2025.0,Secondary castings,6395361123.118229
2026.0,Wrought,9590098793.682095
2026.0,Primary castings,2845829079.6299405
2026.0,Secondary castings,6640267852.469861
2027.0,Wrought,10252718673.389074
2027.0,Primary castings,2955086316.4036536
2027.0,Secondary castings,6895201404.941858
2028.0,Wrought,10895950194.345787
2028.0,Primary castings,3056482955.812555
2028.0,Secondary castings,7131793563.562627
2029.0,Wrought,11578051994.946789
2029.0,Primary castings,3155587922.437284
2029.0,Secondary castings,7363038485.686996
2030.0,Wrought,12243174244.959291
2030.0,Primary castings,3255069202.4922433
2030.0,Secondary castings,7595161472.4819
2031.0,Wrought,12015831698.25687
2031.0,Primary castings,3161008008.7124257
2031.0,Secondary castings,7375685353.662326
2032.0,Wrought,12356530483.06163
2032.0,Primary castings,3224026561.169907
2032.0,Secondary castings,7522728642.729784
2033.0,Wrought,12685282638.77295
2033.0,Primary castings,3283507448.621829
2033.0,Secondary castings,7661517380.117601
2034.0,Wrought,13011722493.58308
2034.0,Primary castings,3341782212.3540053
2034.0,Secondary castings,7797491828.826013
2035.0,Wrought,13348538836.015776
2035.0,Primary castings,3401819385.332773
2035.0,Secondary castings,7937578565.776469
2036.0,Wrought,13710909723.74788
2036.0,Primary castings,3467103967.9946747
2036.0,Secondary castings,8089909258.65424
2037.0,Wrought,14117243676.602919
2037.0,Primary castings,3541849915.7991886
2037.0,Secondary castings,8264316470.198107
2038.0,Wrought,14589682283.75677
2038.0,Primary castings,3631142290.4947243
2038.0,Secondary castings,8472665344.48769
2039.0,Wrought,15152362074.174194
2039.0,Primary castings,3740515449.970482
2039.0,Secondary castings,8727869383.264458
2040.0,Wrought,15822379223.5306
2040.0,Primary castings,3873827470.355858
2040.0,Secondary castings,9038930764.163666
2041.0,Wrought,16607215059.655266
2041.0,Primary castings,4027183532.443594
2041.0,Secondary castings,9396761575.701717
2042.0,Wrought,17457884401.976467
2042.0,Primary castings,4194336566.89408
2042.0,Secondary castings,9786785322.752853
2043.0,Wrought,18302190680.84291
2043.0,Primary castings,4358645832.9851
2043.0,Secondary castings,10170173610.298569
2044.0,Wrought,19055714273.88194
2044.0,Primary castings,4500910188.85133
2044.0,Secondary castings,10502123773.986435
2045.0,Wrought,19667107034.17833
2045.0,Primary castings,4609596796.619877
2045.0,Secondary castings,10755725858.779713
2046.0,Wrought,20169732478.41152
2046.0,Primary castings,4692169867.919554
2046.0,Secondary castings,10948396358.478958
2047.0,Wrought,20704770565.723076
2047.0,Primary castings,4779791853.446339
2047.0,Secondary castings,11152847658.041456
2048.0,Wrought,21476725814.498528
2048.0,Primary castings,4917119695.607726
2048.0,Secondary castings,11473279289.75136
2049.0,Wrought,22635324667.353592
2049.0,Primary castings,5136453732.643249
2049.0,Secondary castings,11985058709.500912
2050.0,Wrought,24145094063.45832
2050.0,Primary castings,5429972636.582661
2050.0,Secondary castings,12669936152.026209
